Passport,AFG,ALB,DZA,AND,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,COD,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,XKX,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MDA,MCO,MNG,MNE,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NZL,NIC,NER,NGA,PRK,MKD,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,KNA,LCA,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,VCT,SDN,SUR,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VAT,VEN,VNM,YEM,ZMB,ZWE
ARE,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,90,e-visa,visa on arrival,90,e-visa,90,visa free,e-visa,90,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,visa on arrival,90,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,90,e-visa,90,e-visa,e-visa,e-visa,90,e-visa,90,e-visa,90,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,90,e-visa,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,90,e-visa,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,90,visa on arrival,90,90,e-visa,e-visa,e-visa,e-visa,visa on arrival,e-visa,90,e-visa,visa on arrival,e-visa,visa on arrival,e-visa,90,e-visa,visa free,e-visa,e-visa,90,e-visa,e-visa,180,e-visa,90,90,90,visa on arrival,e-visa,e-visa,visa on arrival,90,e-visa,90,e-visa,e-visa,visa on arrival,180,e-visa,e-visa,visa on arrival,e-visa,90,e-visa,e-visa,e-visa,e-visa,90,e-visa,90,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa,90,visa free,e-visa,e-visa,e-visa,e-visa,e-visa,90,e-visa,e-visa,90,90,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,90,e-visa,visa free,e-visa,90,90,visa required,visa on arrival,90,90,90,e-visa,e-visa,90,e-visa,90,e-visa,90,e-visa,e-visa,90,90,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,visa on arrival,-1,visa on arrival,visa on arrival,90,e-visa,e-visa,visa on arrival,e-visa,e-visa,e-visa,e-visa,e-visa
GBR,visa required,visa required,visa required,180,visa required,180,180,visa required,180,visa free,visa required,180,visa required,visa required,180,visa required,visa free,180,visa required,visa required,visa required,visa required,180,180,180,visa free,visa required,visa required,visa required,visa required,180,visa required,visa required,visa required,180,visa required,visa required,visa required,visa required,visa required,180,visa required,visa free,visa required,visa free,visa free,visa free,visa required,180,visa required,visa required,visa required,180,visa required,visa required,visa free,visa required,visa required,visa required,visa free,visa free,visa required,visa required,visa required,visa free,visa required,visa free,180,180,visa required,visa required,visa required,visa required,180,180,visa free,visa free,visa required,visa required,visa required,visa required,visa free,180,visa free,visa required,180,visa required,visa required,visa required,180,visa required,EVW,visa required,visa required,visa free,visa required,visa required,visa required,visa required,visa free,visa free,visa free,180,visa required,visa required,180,180,visa required,visa free,180,visa required,180,180,180,visa required,180,visa required,visa required,visa required,visa required,visa required,180,180,visa required,visa free,180,180,visa required,visa required,visa required,visa required,visa free,EVW,visa required,180,visa required,180,180,180,visa required,visa required,visa free,visa free,EVW,visa free,visa required,visa required,180,180,180,180,visa required,visa required,visa required,visa required,180,visa required,180,visa free,visa free,180,visa required,visa required,180,visa required,visa free,visa required,180,visa required,visa required,visa free,visa free,visa required,180,visa required,visa required,visa required,180,visa required,180,180,visa required,visa required,visa required,180,visa required,visa required,EVW,-1,180,180,visa required,180,180,visa required,visa required,visa required,visa required,visa required
USA,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,no admission,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,e-visa,covid ban,covid ban,covid ban,no admission,covid ban,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,no admission,e-visa,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,-1,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,no admission,covid ban,covid ban
URY,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,-1,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban
UZB,e-visa,e-visa,e-visa,30,e-visa,30,30,visa free,30,30,visa free,30,e-visa,e-visa,30,visa free,30,30,e-visa,e-visa,e-visa,30,e-visa,30,30,30,e-visa,e-visa,e-visa,e-visa,30,e-visa,e-visa,e-visa,30,7,e-visa,e-visa,e-visa,e-visa,30,e-visa,30,30,30,30,30,e-visa,30,30,e-visa,e-visa,30,e-visa,e-visa,30,e-visa,e-visa,e-visa,30,30,e-visa,e-visa,visa free,30,e-visa,30,30,30,e-visa,e-visa,e-visa,e-visa,30,7,30,30,e-visa,30,e-visa,e-visa,30,30,30,30,30,e-visa,visa free,e-visa,e-visa,e-visa,e-visa,60,e-visa,30,e-visa,e-visa,e-visa,e-visa,30,30,30,e-visa,e-visa,e-visa,30,e-visa,e-visa,30,e-visa,e-visa,e-visa,30,e-visa,visa free,30,30,30,e-visa,e-visa,e-visa,e-visa,e-visa,e-visa,30,30,30,e-visa,e-visa,e-visa,e-visa,30,e-visa,e-visa,e-visa,e-visa,30,e-visa,e-visa,e-visa,e-visa,30,30,e-visa,30,visa free,e-visa,30,30,e-visa,30,e-visa,e-visa,e-visa,30,e-visa,e-visa,30,30,30,e-visa,e-visa,e-visa,30,e-visa,30,e-visa,30,e-visa,e-visa,30,30,e-visa,e-visa,30,e-visa,e-visa,e-visa,e-visa,e-visa,30,e-visa,30,e-visa,e-visa,e-visa,visa free,30,30,e-visa,e-visa,-1,e-visa,30,e-visa,e-visa,e-visa,e-visa,e-visa
VUT,visa required,visa required,visa required,30,visa required,30,30,visa required,30,90,30,30,30,30,30,30,90,30,visa required,visa required,visa required,visa required,30,30,30,90,visa required,visa required,visa required,30,30,visa required,visa required,visa required,30,30,visa required,visa required,visa required,visa required,visa required,visa required,90,30,90,90,90,visa required,30,visa required,visa required,visa required,visa required,visa required,visa required,90,30,visa required,30,90,90,visa required,30,visa required,90,30,90,30,visa required,visa required,visa required,30,visa required,visa required,30,90,90,30,visa required,visa required,visa required,30,30,90,30,30,visa required,visa required,30,30,visa required,30,visa required,visa required,90,visa required,30,visa required,visa required,30,90,90,30,visa required,30,30,30,visa required,90,30,visa required,30,30,30,visa required,30,visa required,visa required,30,30,visa required,30,30,visa required,90,30,visa required,visa required,30,visa required,visa required,30,30,30,30,visa required,visa required,30,visa required,30,30,90,90,30,90,90,30,30,30,30,30,visa required,30,visa required,30,30,30,30,30,30,30,visa required,30,30,visa required,90,30,30,visa required,visa required,90,30,visa required,30,visa required,30,30,visa required,visa required,30,30,30,30,visa required,30,30,90,90,30,30,30,visa required,-1,30,visa required,visa required,visa required,30,30
VAT,covid ban,covid ban,covid ban,90,covid ban,covid ban,covid ban,covid ban,90,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,visa free,visa free,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,visa free,visa free,covid ban,covid ban,90,visa free,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,visa free,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,visa free,covid ban,90,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,visa free,visa free,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,90,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,visa free,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,90,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,visa free,covid ban,covid ban,covid ban,90,covid ban,visa free,covid ban,covid ban,covid ban,covid ban,visa free,visa free,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,visa free,covid ban,90,covid ban,covid ban,-1,covid ban,covid ban,covid ban,covid ban,covid ban
VEN,visa required,visa required,visa required,90,visa required,90,90,visa required,90,90,visa required,visa required,visa required,visa required,visa required,visa required,90,90,visa required,visa required,90,visa required,visa required,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,90,visa required,90,visa required,90,90,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,90,visa required,90,90,visa required,visa required,visa required,90,visa required,90,90,visa required,visa required,visa required,visa required,visa required,visa required,90,90,90,visa required,visa required,visa required,visa required,90,visa required,90,90,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,90,90,90,visa required,visa required,visa required,90,visa required,visa required,90,visa required,visa required,visa required,90,visa required,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,90,visa required,visa required,visa required,visa required,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,90,90,90,90,visa required,90,90,visa required,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,90,visa required,visa required,90,90,visa required,90,visa required,90,visa required,visa required,90,90,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,visa required,visa required,90,visa required,90,visa required,visa required,visa required,-1,visa required,visa required,visa required,visa required
VNM,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,covid ban,-1,covid ban,covid ban,covid ban
YEM,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,30,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa on arrival,visa required,visa required,visa required,visa required,visa required,visa required,visa required,visa required,-1,visa required,visa required
